id,first_name,last_name,email,gender,loyalty_status,education,average_spend_2021,total_spend_2021,most_traveled_city,most_traveled_state
861,Rancell,Rawcliffe,Rancell.Rawcliffe@datascience.aot.com,Male,Silver,PhD,$153.28,"$4,509.37",Rochester,NY
862,Valentino,Pettitt,Valentino.Pettitt@datascience.aot.com,Agender,None,Master Degree,$162.80,"$1,949.44",Henderson,NV
863,Fran,Guitt,Fran.Guitt@datascience.aot.com,Female,Gold,Master Degree,$204.97,"$2,740.38",Oakland,CA
864,Dov,De Caville,Dov.De Caville@datascience.aot.com,Male,Silver,High School Diploma,$292.43,$468.10,Charleston,WV
865,Dedra,Rattenberie,Dedra.Rattenberie@datascience.aot.com,Agender,Platnium,Master Degree,$280.83,"$1,888.37",Portland,OR
866,Samson,Siney,Samson.Siney@datascience.aot.com,Male,Gold,Master Degree,$334.20,"$4,223.74",New York City,NY
867,Maridel,Seer,Maridel.Seer@datascience.aot.com,Genderqueer,Gold,Some College,$348.64,"$1,337.71",Fort Lauderdale,FL
868,Loraine,Gilbey,Loraine.Gilbey@datascience.aot.com,Female,None,Master Degree,$212.21,$565.22,Dallas,TX
869,Terrijo,Innocenti,Terrijo.Innocenti@datascience.aot.com,Female,Gold,Some College,$257.63,"$2,323.69",,
870,Fernande,Tradewell,Fernande.Tradewell@datascience.aot.com,Female,None,Master Degree,$306.27,"$1,468.06",,
871,Nerti,Flott,Nerti.Flott@datascience.aot.com,Female,Gold,Some College,$270.11,"$3,708.60",Bethesda,MD
872,Marlin,Matiebe,Marlin.Matiebe@datascience.aot.com,Genderfluid,None,Some College,$268.71,"$3,095.52",Boston,MA
873,Shirley,Royl,Shirley.Royl@datascience.aot.com,Female,None,High School Diploma,$315.70,"$1,667.77",Boise,ID
874,Lindie,Hardesty,Lindie.Hardesty@datascience.aot.com,Female,None,Some College,$333.08,$876.08,Colorado Springs,CO
875,Elisa,Bonevant,Elisa.Bonevant@datascience.aot.com,Female,Silver,Master Degree,$352.38,"$2,009.38",Lincoln,NE
876,Allyce,Paty,Allyce.Paty@datascience.aot.com,Female,Silver,Bachelor Degree,$222.41,"$3,841.10",Norman,OK
877,Savina,Ackrill,Savina.Ackrill@datascience.aot.com,Non-binary,Gold,Some College,$338.15,"$2,373.12",,
878,Gage,Alywen,Gage.Alywen@datascience.aot.com,Male,Silver,Bachelor Degree,$255.62,$776.42,Baton Rouge,LA
879,Gerrie,Vreiberg,Gerrie.Vreiberg@datascience.aot.com,Female,Silver,,,,Fort Wayne,IN
880,Orv,Gatchel,Orv.Gatchel@datascience.aot.com,Male,Platnium,,,,,
881,Kennett,Heymes,Kennett.Heymes@datascience.aot.com,Genderqueer,Silver,Master Degree,$234.98,"$1,478.38",Cincinnati,OH
882,Aldus,Brocks,Aldus.Brocks@datascience.aot.com,Male,Gold,Some College,$335.82,$820.35,Everett,WA
883,Gabriellia,Islep,Gabriellia.Islep@datascience.aot.com,Female,None,PhD,$163.63,"$1,137.21",Austin,TX
884,Daven,Meiner,Daven.Meiner@datascience.aot.com,Male,Gold,Master Degree,$173.86,"$4,960.93",Valley Forge,PA
885,Dion,Burkwood,Dion.Burkwood@datascience.aot.com,Male,None,PhD,$292.89,"$3,769.07",Fort Wayne,IN
886,Emylee,Hadkins,Emylee.Hadkins@datascience.aot.com,Female,Gold,,,,Madison,WI
887,Olivier,de Cullip,Olivier.de Cullip@datascience.aot.com,Male,Silver,Master Degree,$170.75,"$2,731.28",Miami,FL
888,Viv,Duffitt,Viv.Duffitt@datascience.aot.com,Female,Gold,Bachelor Degree,$150.60,"$1,477.96",Kingsport,TN
889,Annmaria,Sherwood,Annmaria.Sherwood@datascience.aot.com,Agender,Silver,Some College,$282.16,$555.39,Los Angeles,CA
890,Alon,O'Reilly,Alon.O'Reilly@datascience.aot.com,Non-binary,Silver,PhD,$160.69,"$2,185.37",Tulsa,OK
891,Shandee,Onn,Shandee.Onn@datascience.aot.com,Female,Silver,Bachelor Degree,$381.42,"$4,951.96",Young America,MN
892,Kerwinn,Ragg,Kerwinn.Ragg@datascience.aot.com,Male,Gold,Some College,$222.50,$798.22,Toledo,OH
893,Melosa,Gritskov,Melosa.Gritskov@datascience.aot.com,Female,Gold,PhD,$312.01,"$4,957.63",Washington,DC
894,Talbert,Beche,Talbert.Beche@datascience.aot.com,Male,Gold,Master Degree,$162.25,"$1,961.27",Shreveport,LA
895,Shanan,Schnieder,Shanan.Schnieder@datascience.aot.com,Male,Gold,Bachelor Degree,$363.54,$462.37,Santa Rosa,CA
896,Gunner,Scotter,Gunner.Scotter@datascience.aot.com,Male,Silver,PhD,$214.16,"$2,878.20",,
897,Chester,Mugglestone,Chester.Mugglestone@datascience.aot.com,Agender,Platnium,Some College,$347.07,"$3,841.11",Springfield,MO
898,Tessa,Issatt,Tessa.Issatt@datascience.aot.com,Female,Gold,High School Diploma,$262.73,"$4,067.07",Dallas,TX
899,Boonie,Begin,Boonie.Begin@datascience.aot.com,Agender,None,High School Diploma,$162.92,"$1,046.45",Edmond,OK
900,Oralie,Eastcourt,Oralie.Eastcourt@datascience.aot.com,Female,Silver,PhD,$362.78,$958.97,New York City,NY
901,Burtie,Beard,Burtie.Beard@datascience.aot.com,Male,Platnium,Some College,$260.51,"$2,341.76",Boulder,CO
902,Pyotr,Rawnsley,Pyotr.Rawnsley@datascience.aot.com,Male,Gold,Some College,$270.45,"$4,610.57",Reston,VA
903,Emmanuel,Bengal,Emmanuel.Bengal@datascience.aot.com,Male,Platnium,PhD,$327.42,"$2,127.36",Santa Fe,NM
904,Concordia,Frankton,Concordia.Frankton@datascience.aot.com,Female,Platnium,Bachelor Degree,$313.12,"$4,427.62",Fort Worth,TX
905,Chic,Boice,Chic.Boice@datascience.aot.com,Male,None,High School Diploma,$341.63,"$2,247.58",New York City,NY
906,Ethe,Frane,Ethe.Frane@datascience.aot.com,Male,Platnium,Some College,$347.41,"$3,171.06",Colorado Springs,CO
907,Joni,Coulthard,Joni.Coulthard@datascience.aot.com,Female,Silver,PhD,$204.28,"$4,245.30",Houston,TX
908,Anthiathia,Duffan,Anthiathia.Duffan@datascience.aot.com,Female,Gold,Some College,$314.38,"$2,131.73",,
909,Elissa,Grimstead,Elissa.Grimstead@datascience.aot.com,Female,None,High School Diploma,$369.31,"$3,393.27",Birmingham,AL
910,Beryle,Paur,Beryle.Paur@datascience.aot.com,Bigender,Silver,Master Degree,$225.27,"$1,558.79",San Francisco,CA
911,Brad,Stowte,Brad.Stowte@datascience.aot.com,Male,Platnium,Bachelor Degree,$373.51,"$2,383.63",Philadelphia,PA
912,Arron,Sloy,Arron.Sloy@datascience.aot.com,Male,None,Bachelor Degree,$221.30,$678.12,Shawnee Mission,KS
913,Vinnie,Antecki,Vinnie.Antecki@datascience.aot.com,Male,Silver,High School Diploma,$311.76,"$4,055.49",Minneapolis,MN
914,Manuel,McCloy,Manuel.McCloy@datascience.aot.com,Male,Gold,,,,Rochester,NY
915,Damon,Iacovides,Damon.Iacovides@datascience.aot.com,Genderfluid,Platnium,Bachelor Degree,$365.42,"$4,098.59",Chicago,IL
916,Monroe,Abramowsky,Monroe.Abramowsky@datascience.aot.com,Male,None,Bachelor Degree,$378.28,"$4,624.90",Fort Worth,TX
917,Allin,Hufton,Allin.Hufton@datascience.aot.com,Male,None,Some College,$164.26,"$4,034.82",New York City,NY
918,Christophorus,Smewings,Christophorus.Smewings@datascience.aot.com,Male,None,PhD,$287.96,"$3,246.89",Austin,TX
919,Ranique,Reary,Ranique.Reary@datascience.aot.com,Genderqueer,None,Master Degree,$266.30,$664.38,Atlanta,GA
920,Nat,Wellman,Nat.Wellman@datascience.aot.com,Male,Silver,High School Diploma,$241.45,"$1,862.35",Roanoke,VA
921,Shelton,Capini,Shelton.Capini@datascience.aot.com,Male,Platnium,High School Diploma,$212.36,"$1,294.47",Erie,PA
922,Harrietta,Elington,Harrietta.Elington@datascience.aot.com,Female,Silver,PhD,$182.61,"$4,942.46",Mesquite,TX
923,Cacilia,MacMurray,Cacilia.MacMurray@datascience.aot.com,Female,None,Some College,$152.58,"$1,432.34",Sioux Falls,SD
924,Baillie,Riquet,Baillie.Riquet@datascience.aot.com,Male,Gold,PhD,$238.98,"$4,469.03",,
925,Vassili,Huge,Vassili.Huge@datascience.aot.com,Male,Gold,Some College,$363.86,"$4,039.71",Wilmington,NC
926,Stephana,McParlin,Stephana.McParlin@datascience.aot.com,Genderfluid,Silver,Bachelor Degree,$215.09,$620.77,Inglewood,CA
927,Reyna,Caunter,Reyna.Caunter@datascience.aot.com,Female,Gold,PhD,$320.87,$573.54,Denver,CO
928,Brocky,Hannabuss,Brocky.Hannabuss@datascience.aot.com,Male,Platnium,High School Diploma,$306.44,"$3,628.12",Raleigh,NC
929,Berry,Gorce,Berry.Gorce@datascience.aot.com,Female,Silver,Some College,$232.68,"$1,605.21",Hartford,CT
930,Pat,Feacham,Pat.Feacham@datascience.aot.com,Male,Platnium,Master Degree,$369.71,"$2,465.62",Seminole,FL
931,Prentiss,Cartan,Prentiss.Cartan@datascience.aot.com,Male,None,Master Degree,$314.76,"$4,338.82",,
932,Blakelee,Bruster,Blakelee.Bruster@datascience.aot.com,Female,Platnium,High School Diploma,$378.43,"$4,351.21",Cleveland,OH
933,Bridie,Crowth,Bridie.Crowth@datascience.aot.com,Female,Silver,Master Degree,$230.37,$913.93,Indianapolis,IN
934,Erda,Haddinton,Erda.Haddinton@datascience.aot.com,Female,None,Master Degree,$330.23,"$1,021.31",New York City,NY
935,Dyann,Wadesworth,Dyann.Wadesworth@datascience.aot.com,Female,Gold,Bachelor Degree,$270.09,"$3,376.58",Decatur,IL
936,Reade,Quaif,Reade.Quaif@datascience.aot.com,Male,None,High School Diploma,$371.47,"$2,948.54",Philadelphia,PA
937,Arley,Matys,Arley.Matys@datascience.aot.com,Non-binary,Gold,PhD,$176.50,"$1,332.23",Peoria,IL
938,Daren,Harome,Daren.Harome@datascience.aot.com,Male,Silver,Bachelor Degree,$374.95,"$3,947.19",Glendale,AZ
939,Verena,Darington,Verena.Darington@datascience.aot.com,Female,Gold,PhD,$326.88,"$2,646.54",Fort Worth,TX
940,Addison,Birwhistle,Addison.Birwhistle@datascience.aot.com,Male,Platnium,Bachelor Degree,$336.04,$754.07,Charlotte,NC
941,Bertha,Devonshire,Bertha.Devonshire@datascience.aot.com,Female,Gold,High School Diploma,$179.67,"$1,202.01",Sacramento,CA
942,Shina,Brocket,Shina.Brocket@datascience.aot.com,Female,Silver,High School Diploma,$267.82,"$3,911.03",Philadelphia,PA
943,Dominique,Colvie,Dominique.Colvie@datascience.aot.com,Male,Silver,,,,Houston,TX
944,Kitti,Fronzek,Kitti.Fronzek@datascience.aot.com,Female,Silver,Bachelor Degree,$288.72,"$1,347.31",Kansas City,MO
945,Jo-anne,Trett,Jo-anne.Trett@datascience.aot.com,Polygender,Gold,Bachelor Degree,$391.88,"$4,580.07",Odessa,TX
946,Immanuel,Catt,Immanuel.Catt@datascience.aot.com,Male,Platnium,Bachelor Degree,$240.97,$664.87,,
947,Kessiah,Meece,Kessiah.Meece@datascience.aot.com,Female,Silver,Master Degree,$367.42,"$4,201.41",Saint Louis,MO
948,Alexandro,Weitzel,Alexandro.Weitzel@datascience.aot.com,Male,Silver,Bachelor Degree,$320.55,"$3,721.38",Birmingham,AL
949,Ephrayim,Greatex,Ephrayim.Greatex@datascience.aot.com,Male,Platnium,Some College,$277.40,$946.31,Johnstown,PA
950,Rodrigo,Peile,Rodrigo.Peile@datascience.aot.com,Male,Platnium,PhD,$296.67,"$4,636.45",Lexington,KY
951,Cassius,Carnoghan,Cassius.Carnoghan@datascience.aot.com,Male,Gold,High School Diploma,$391.44,"$1,145.47",Spokane,WA
952,Nikola,Baldwin,Nikola.Baldwin@datascience.aot.com,Male,Silver,Bachelor Degree,$340.63,"$1,518.68",Houston,TX
953,Papageno,Buffy,Papageno.Buffy@datascience.aot.com,Male,Silver,Some College,$270.75,"$3,171.52",Washington,DC
954,Ferne,Murtagh,Ferne.Murtagh@datascience.aot.com,Polygender,Platnium,Master Degree,$202.53,"$3,166.66",Jamaica,NY
955,Cristian,Hambrick,Cristian.Hambrick@datascience.aot.com,Male,None,High School Diploma,$171.37,"$1,238.92",El Paso,TX
956,Luciana,Greenalf,Luciana.Greenalf@datascience.aot.com,Female,Silver,Master Degree,$380.13,"$1,652.24",Fort Lauderdale,FL
957,Lynnelle,Blaisdale,Lynnelle.Blaisdale@datascience.aot.com,Female,Silver,Master Degree,$218.47,"$4,942.62",Tyler,TX
958,Melvyn,Mankor,Melvyn.Mankor@datascience.aot.com,Male,Gold,Master Degree,$156.95,$843.00,Anniston,AL
959,Kit,Kunert,Kit.Kunert@datascience.aot.com,Female,Gold,Some College,$356.39,"$2,823.16",Topeka,KS
960,Etienne,Lundbeck,Etienne.Lundbeck@datascience.aot.com,Male,None,Master Degree,$380.05,"$2,642.58",Dallas,TX
961,Nicoline,Ramlot,Nicoline.Ramlot@datascience.aot.com,Female,Gold,Master Degree,$251.11,"$4,456.11",New York City,NY
962,Merv,Smurfitt,Merv.Smurfitt@datascience.aot.com,Male,Silver,PhD,$171.33,"$4,799.47",,
963,Netty,Hachette,Netty.Hachette@datascience.aot.com,Female,Platnium,High School Diploma,$384.70,"$2,278.37",Huntington,WV
964,Cara,Peteri,Cara.Peteri@datascience.aot.com,Genderqueer,Platnium,PhD,$274.55,"$1,174.05",Santa Fe,NM
965,Jacquetta,Bonson,Jacquetta.Bonson@datascience.aot.com,Female,None,Bachelor Degree,$154.53,"$4,116.38",Plano,TX
966,Mallissa,Gomery,Mallissa.Gomery@datascience.aot.com,Female,None,High School Diploma,$196.82,"$2,879.32",Amarillo,TX
967,Cly,Hunn,Cly.Hunn@datascience.aot.com,Male,Gold,Bachelor Degree,$392.40,$588.63,New York City,NY
968,Karlis,Talton,Karlis.Talton@datascience.aot.com,Male,Gold,High School Diploma,$228.23,"$3,147.28",Knoxville,TN
969,Merline,Cayton,Merline.Cayton@datascience.aot.com,Female,Platnium,High School Diploma,$199.23,$836.61,Tulsa,OK
970,Blondie,Luberti,Blondie.Luberti@datascience.aot.com,Female,None,High School Diploma,$260.43,"$4,626.94",Washington,DC
971,Hans,Rippingall,Hans.Rippingall@datascience.aot.com,Male,None,High School Diploma,$327.95,"$1,729.46",Washington,DC
972,Franky,McBrearty,Franky.McBrearty@datascience.aot.com,Male,None,PhD,$292.12,"$2,100.76",Hampton,VA
973,Lamond,Pizzey,Lamond.Pizzey@datascience.aot.com,Male,Gold,Bachelor Degree,$188.26,"$1,760.08",Raleigh,NC
974,Weston,Bolf,Weston.Bolf@datascience.aot.com,Male,None,High School Diploma,$348.75,"$2,796.05",Dallas,TX
975,Sadella,Orteaux,Sadella.Orteaux@datascience.aot.com,Female,Gold,PhD,$352.45,"$4,590.36",Albuquerque,NM
976,Shanon,Yeatman,Shanon.Yeatman@datascience.aot.com,Female,None,High School Diploma,$258.77,"$2,661.81",Pompano Beach,FL
977,Jacobo,Doddridge,Jacobo.Doddridge@datascience.aot.com,Male,None,High School Diploma,$312.67,"$2,447.51",Fort Myers,FL
978,Julina,Berns,Julina.Berns@datascience.aot.com,Female,None,PhD,$345.04,"$3,667.47",Philadelphia,PA
979,Lianna,Lamke,Lianna.Lamke@datascience.aot.com,Female,Silver,Some College,$197.58,$713.16,Odessa,TX
980,Nerti,Stokoe,Nerti.Stokoe@datascience.aot.com,Female,Platnium,Some College,$237.80,"$2,110.05",Killeen,TX
981,Renaud,Mongeot,Renaud.Mongeot@datascience.aot.com,Male,None,PhD,$244.21,$729.34,Alexandria,VA
982,Serena,Oxby,Serena.Oxby@datascience.aot.com,Female,Silver,High School Diploma,$370.62,"$1,840.25",Denver,CO
983,Jeanne,Pietz,Jeanne.Pietz@datascience.aot.com,Female,None,Bachelor Degree,$340.79,"$3,088.64",,
984,Kalinda,Bradborne,Kalinda.Bradborne@datascience.aot.com,Female,Gold,PhD,$255.67,"$3,472.31",North Las Vegas,NV
985,Marylin,Downgate,Marylin.Downgate@datascience.aot.com,Female,Silver,High School Diploma,$335.78,"$2,900.71",Buffalo,NY
986,Freddy,McIlraith,Freddy.McIlraith@datascience.aot.com,Female,Gold,PhD,$215.31,"$2,901.93",Cleveland,OH
987,Mitchell,St Ledger,Mitchell.St Ledger@datascience.aot.com,Male,None,Master Degree,$164.30,"$3,444.76",Myrtle Beach,SC
988,Ozzy,McAlarney,Ozzy.McAlarney@datascience.aot.com,Male,Silver,Bachelor Degree,$333.94,"$2,909.79",Philadelphia,PA
989,Raviv,Bantock,Raviv.Bantock@datascience.aot.com,Male,Platnium,Master Degree,$274.09,"$4,735.03",Spokane,WA
990,Debera,Dracksford,Debera.Dracksford@datascience.aot.com,Female,Platnium,Master Degree,$363.93,"$2,987.23",Roanoke,VA
991,Chuck,Pagan,Chuck.Pagan@datascience.aot.com,Male,Gold,Bachelor Degree,$281.68,$961.17,San Diego,CA
992,Fiona,Ruddock,Fiona.Ruddock@datascience.aot.com,Female,Platnium,High School Diploma,$195.94,"$2,667.32",Atlanta,GA
993,Katie,Ellen,Katie.Ellen@datascience.aot.com,Female,None,Some College,$257.77,"$4,718.16",Clearwater,FL
994,Brantley,Feechum,Brantley.Feechum@datascience.aot.com,Non-binary,Platnium,Some College,$320.21,"$2,733.18",Huntsville,AL
995,Kirstyn,Klulik,Kirstyn.Klulik@datascience.aot.com,Non-binary,Silver,PhD,$230.08,"$2,260.82",Charlotte,NC
996,Violante,Dran,Violante.Dran@datascience.aot.com,Female,Silver,Some College,$303.10,$444.70,Aurora,CO
997,Salvatore,Keneford,Salvatore.Keneford@datascience.aot.com,Male,Platnium,Master Degree,$293.19,"$4,789.27",Las Vegas,NV
998,Judye,Brazenor,Judye.Brazenor@datascience.aot.com,Female,Silver,,,,Sacramento,CA
999,Marchall,Goodhay,Marchall.Goodhay@datascience.aot.com,Male,Platnium,High School Diploma,$212.34,"$1,150.36",Green Bay,WI
1000,Nero,Horning,Nero.Horning@datascience.aot.com,Male,None,High School Diploma,$168.89,"$2,863.89",,
1001,Kenna,Gilvary,Kenna.Gilvary@datascience.aot.com,Female,Platnium,High School Diploma,$368.82,"$4,029.61",Tyler,TX
1002,Athene,D'Adamo,Athene.D'Adamo@datascience.aot.com,Female,None,PhD,$202.99,"$2,567.84",Denver,CO
1003,Madel,Balchen,Madel.Balchen@datascience.aot.com,Female,Silver,Master Degree,$396.55,"$1,167.27",Pittsburgh,PA
1004,Kacie,Jiru,Kacie.Jiru@datascience.aot.com,Female,Gold,PhD,$372.84,"$3,032.80",Cincinnati,OH
1005,Eugenio,Caldera,Eugenio.Caldera@datascience.aot.com,Male,Silver,Master Degree,$167.71,"$1,081.16",Detroit,MI
1006,Mile,Preuvost,Mile.Preuvost@datascience.aot.com,Genderqueer,Gold,High School Diploma,$210.80,$895.11,Atlanta,GA
1007,Danni,Wickersley,Danni.Wickersley@datascience.aot.com,Female,None,Master Degree,$235.39,"$4,401.94",Pasadena,CA
1008,Debee,Delacourt,Debee.Delacourt@datascience.aot.com,Female,Silver,PhD,$266.26,"$3,019.79",Las Vegas,NV
1009,Linn,Lyte,Linn.Lyte@datascience.aot.com,Female,Silver,High School Diploma,$364.82,"$3,390.48",Louisville,KY
1010,Jeramey,Pearmain,Jeramey.Pearmain@datascience.aot.com,Male,Platnium,Some College,$399.47,"$1,543.07",,
1011,Bryant,Williamson,Bryant.Williamson@datascience.aot.com,Male,None,Bachelor Degree,$298.21,"$1,872.99",Atlanta,GA
1012,Janot,Wenderoth,Janot.Wenderoth@datascience.aot.com,Female,None,PhD,$355.71,"$3,487.04",Pittsburgh,PA
1013,Janot,Overell,Janot.Overell@datascience.aot.com,Female,Silver,Master Degree,$381.10,"$1,906.60",Birmingham,AL
1014,Kimberli,Laxston,Kimberli.Laxston@datascience.aot.com,Female,Silver,Master Degree,$325.95,"$1,511.30",Santa Barbara,CA
1015,Kirbee,Sadat,Kirbee.Sadat@datascience.aot.com,Female,Platnium,Some College,$155.62,"$4,051.40",Little Rock,AR
1016,Ad,Fossick,Ad.Fossick@datascience.aot.com,Male,Gold,Bachelor Degree,$178.64,"$4,756.14",Pasadena,CA
1017,Ramon,Cornely,Ramon.Cornely@datascience.aot.com,Male,None,Master Degree,$275.97,"$1,442.97",Washington,DC
1018,Cacilie,Bonifacio,Cacilie.Bonifacio@datascience.aot.com,Female,Gold,Bachelor Degree,$182.35,"$3,169.85",Merrifield,VA
1019,Katti,Rizzardini,Katti.Rizzardini@datascience.aot.com,Female,Platnium,Master Degree,$298.44,"$1,713.07",Pittsburgh,PA
1020,Nicki,Storek,Nicki.Storek@datascience.aot.com,Female,Platnium,Bachelor Degree,$364.26,"$2,780.59",,
1021,Mechelle,Tuxill,Mechelle.Tuxill@datascience.aot.com,Non-binary,None,Bachelor Degree,$249.18,$932.45,Houston,TX
1022,Matias,Foxall,Matias.Foxall@datascience.aot.com,Male,Platnium,Some College,$335.01,"$3,408.22",Kansas City,MO
1023,Blake,Berthomieu,Blake.Berthomieu@datascience.aot.com,Male,None,High School Diploma,$176.82,"$1,979.22",Little Rock,AR
1024,Jarvis,Dagworthy,Jarvis.Dagworthy@datascience.aot.com,Male,Silver,Master Degree,$170.32,"$3,592.14",Staten Island,NY
1025,Alister,Temprell,Alister.Temprell@datascience.aot.com,Male,Gold,Bachelor Degree,$183.63,"$3,723.41",Virginia Beach,VA
1026,Nonie,Saunderson,Nonie.Saunderson@datascience.aot.com,Bigender,Silver,PhD,$336.33,"$1,384.90",Abilene,TX
1027,Benedick,Roderham,Benedick.Roderham@datascience.aot.com,Male,None,Some College,$297.29,"$4,681.77",Columbus,OH
1028,Cyndi,Gaw,Cyndi.Gaw@datascience.aot.com,Female,None,Master Degree,$299.83,"$3,145.27",Atlanta,GA
1029,Uriah,Dally,Uriah.Dally@datascience.aot.com,Male,None,Master Degree,$267.41,"$3,169.16",,
1030,Killian,Shingfield,Killian.Shingfield@datascience.aot.com,Male,Gold,High School Diploma,$233.85,$586.39,Orlando,FL
1031,Maurene,Rominov,Maurene.Rominov@datascience.aot.com,Female,Platnium,Bachelor Degree,$305.75,"$4,707.60",,
1032,Zolly,De Vuyst,Zolly.De Vuyst@datascience.aot.com,Male,Silver,PhD,$363.61,$700.83,Washington,DC
1033,Ira,Josefsson,Ira.Josefsson@datascience.aot.com,Female,Silver,PhD,$354.38,"$3,269.20",Dallas,TX
1034,Annamaria,Hufton,Annamaria.Hufton@datascience.aot.com,Bigender,Silver,High School Diploma,$362.29,"$1,359.84",Brooklyn,NY
1035,Prudy,Argue,Prudy.Argue@datascience.aot.com,Female,Platnium,Bachelor Degree,$334.26,"$2,815.97",El Paso,TX
1036,Ilse,Brownlow,Ilse.Brownlow@datascience.aot.com,Female,Silver,PhD,$349.03,"$4,188.47",Orlando,FL
1037,Udall,Stidson,Udall.Stidson@datascience.aot.com,Male,None,Master Degree,$258.01,"$2,950.49",Sacramento,CA
1038,Joellyn,O'Bruen,Joellyn.O'Bruen@datascience.aot.com,Female,Silver,Bachelor Degree,$382.14,"$4,928.91",Columbus,OH
1039,Kessiah,Bradfield,Kessiah.Bradfield@datascience.aot.com,Female,Platnium,PhD,$267.69,"$4,751.27",Miami,FL
1040,Elysia,Lilley,Elysia.Lilley@datascience.aot.com,Genderqueer,Gold,PhD,$391.18,"$1,808.07",Roanoke,VA
1041,Emmett,Duffin,Emmett.Duffin@datascience.aot.com,Male,Platnium,High School Diploma,$366.45,"$4,430.97",Melbourne,FL
1042,Nicki,Cowton,Nicki.Cowton@datascience.aot.com,Genderqueer,Gold,Master Degree,$290.12,$967.57,Brooklyn,NY
1043,Maurizio,Covendon,Maurizio.Covendon@datascience.aot.com,Male,Silver,PhD,$248.00,"$3,354.36",Boston,MA
1044,Emlyn,Artus,Emlyn.Artus@datascience.aot.com,Male,Silver,PhD,$172.84,"$4,892.39",Alexandria,VA
1045,Thaddus,Ellson,Thaddus.Ellson@datascience.aot.com,Non-binary,Platnium,Bachelor Degree,$382.41,"$3,739.40",Pittsburgh,PA
1046,Anthony,Newbatt,Anthony.Newbatt@datascience.aot.com,Male,Gold,High School Diploma,$264.86,"$1,883.65",Buffalo,NY
1047,Kathrine,Kadar,Kathrine.Kadar@datascience.aot.com,Female,Gold,Bachelor Degree,$292.55,"$1,428.65",Seminole,FL
1048,Gram,Bethel,Gram.Bethel@datascience.aot.com,Male,Silver,Bachelor Degree,$283.87,"$1,364.62",Dallas,TX
1049,Gayle,Leathart,Gayle.Leathart@datascience.aot.com,Female,None,Some College,$331.42,"$1,422.04",,
1050,Noll,Pelling,Noll.Pelling@datascience.aot.com,Male,Platnium,PhD,$263.19,"$3,224.15",London,KY
1051,Nichols,Bilyard,Nichols.Bilyard@datascience.aot.com,Male,Gold,PhD,$160.42,$826.46,Roanoke,VA
1052,Stormi,Kille,Stormi.Kille@datascience.aot.com,Non-binary,None,Bachelor Degree,$319.66,"$4,625.77",Springfield,IL
1053,Cathy,Harnett,Cathy.Harnett@datascience.aot.com,Genderfluid,Platnium,PhD,$236.60,"$1,129.37",Syracuse,NY
1054,Kermie,Jerke,Kermie.Jerke@datascience.aot.com,Male,Silver,Bachelor Degree,$176.18,$705.14,Birmingham,AL
1055,Jacinthe,Pedrocco,Jacinthe.Pedrocco@datascience.aot.com,Female,Silver,High School Diploma,$308.41,"$3,911.77",Houston,TX
1056,Sergei,Toor,Sergei.Toor@datascience.aot.com,Male,Platnium,Bachelor Degree,$318.25,"$1,549.85",San Antonio,TX
1057,Raddy,Foro,Raddy.Foro@datascience.aot.com,Male,Gold,Master Degree,$290.64,"$2,843.68",Denver,CO
1058,Marlowe,Robken,Marlowe.Robken@datascience.aot.com,Genderfluid,None,Master Degree,$325.76,"$4,611.37",Tallahassee,FL
1059,Jerrie,Orchart,Jerrie.Orchart@datascience.aot.com,Male,Gold,PhD,$226.90,"$2,843.00",San Antonio,TX
1060,Carolyne,Emmanuel,Carolyne.Emmanuel@datascience.aot.com,Female,Gold,PhD,$199.39,"$1,537.57",,
1061,Sallie,Branche,Sallie.Branche@datascience.aot.com,Female,Gold,Bachelor Degree,$159.46,"$1,231.08",Topeka,KS
1062,Jdavie,Maltman,Jdavie.Maltman@datascience.aot.com,Male,Gold,PhD,$286.64,"$4,281.05",Boise,ID
1063,Jennica,Medlar,Jennica.Medlar@datascience.aot.com,Female,Gold,Some College,$266.54,"$4,682.59",Huntsville,AL
1064,Diarmid,Epine,Diarmid.Epine@datascience.aot.com,Male,Silver,PhD,$230.27,"$2,142.36",San Antonio,TX
1065,Elonore,Langcaster,Elonore.Langcaster@datascience.aot.com,Female,Gold,PhD,$249.69,$728.96,Little Rock,AR
1066,Pace,Vannuccini,Pace.Vannuccini@datascience.aot.com,Male,Silver,Bachelor Degree,$170.70,"$3,259.74",Loretto,MN
1067,Galvan,Shepstone,Galvan.Shepstone@datascience.aot.com,Male,None,Some College,$300.37,"$3,205.02",Newark,NJ
1068,Cyrus,Slobom,Cyrus.Slobom@datascience.aot.com,Male,None,Bachelor Degree,$311.27,"$1,252.66",Buffalo,NY
1069,Carol-jean,Burren,Carol-jean.Burren@datascience.aot.com,Female,Gold,Bachelor Degree,$307.12,"$1,017.34",Great Neck,NY
1070,Reynard,McReidy,Reynard.McReidy@datascience.aot.com,Male,Platnium,Bachelor Degree,$246.82,"$2,555.18",Daytona Beach,FL
1071,Julee,Gingedale,Julee.Gingedale@datascience.aot.com,Female,Platnium,PhD,$385.08,"$1,254.45",Corpus Christi,TX
1072,Devina,Ballintime,Devina.Ballintime@datascience.aot.com,Female,Silver,High School Diploma,$165.18,"$2,911.69",Denver,CO
